TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-18,2026-09-18,FO,NSE,IDO,44692,,NIFTY,,2026-10-13,2026-10-13,23750.00,CE,NIFTY26O1323750CE,124.90,127.95,109.35,114.85,114.60,129.25,23346.40,114.85,16250,6500,219,339763398.00,133,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44722,,NIFTY,,2026-10-13,2026-10-13,24150.00,CE,NIFTY26O1324150CE,0.00,0.00,0.00,302.85,0.00,302.85,23346.40,135.92,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44764,,NIFTY,,2026-10-13,2026-10-13,24750.00,CE,NIFTY26O1324750CE,0.00,0.00,0.00,137.90,0.00,137.90,23346.40,44.29,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44782,,NIFTY,,2026-10-13,2026-10-13,25100.00,CE,NIFTY26O1325100CE,9.00,9.00,2.80,5.90,5.90,8.60,23346.40,20.71,1430,-65,4,6527735.50,4,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47179,,NIFTY,,2026-10-19,2026-10-19,23400.00,CE,NIFTY26O1923400CE,340.00,340.00,306.00,319.00,319.95,318.75,23346.40,319.00,1755,1560,51,78640974.75,39,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47187,,NIFTY,,2026-10-19,2026-10-19,23600.00,CE,NIFTY26O1923600CE,221.75,230.55,210.45,213.25,210.45,226.30,23346.40,213.25,2600,455,31,47991937.50,26,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47189,,NIFTY,,2026-10-19,2026-10-19,23650.00,CE,NIFTY26O1923650CE,0.00,0.00,0.00,278.50,0.00,278.50,23346.40,348.51,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47202,,NIFTY,,2026-10-19,2026-10-19,23700.00,CE,NIFTY26O1923700CE,174.40,183.15,166.15,172.80,172.00,183.05,23346.40,172.80,2665,520,28,43452737.25,24,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47206,,NIFTY,,2026-10-19,2026-10-19,23800.00,CE,NIFTY26O1923800CE,0.00,0.00,0.00,229.50,0.00,229.50,23346.40,288.94,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47208,,NIFTY,,2026-10-19,2026-10-19,23850.00,CE,NIFTY26O1923850CE,0.00,0.00,0.00,214.70,0.00,214.70,23346.40,270.81,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47217,,NIFTY,,2026-10-19,2026-10-19,24000.00,CE,NIFTY26O1924000CE,97.95,97.95,81.75,84.80,84.50,95.05,23346.40,84.80,18200,14950,449,702963797.25,250,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47342,,NIFTY,,2026-10-19,2026-10-19,24500.00,CE,NIFTY26O1924500CE,0.00,0.00,0.00,66.30,28.35,66.30,23346.40,104.94,1170,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47398,,NIFTY,,2026-10-19,2026-10-19,24700.00,CE,NIFTY26O1924700CE,0.00,0.00,0.00,58.60,0.00,58.60,23346.40,75.21,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51314,,NIFTY,,2026-10-27,2026-10-27,22150.00,CE,NIFTY26OCT22150CE,0.00,0.00,0.00,1336.00,1336.00,1336.00,23346.40,1418.96,4810,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51320,,NIFTY,,2026-10-27,2026-10-27,22300.00,CE,NIFTY26OCT22300CE,1235.90,1235.90,1235.90,1235.90,1235.90,1310.30,23346.40,1291.70,130,0,2,3059667.00,2,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51326,,NIFTY,,2026-10-27,2026-10-27,22400.00,CE,NIFTY26OCT22400CE,0.00,0.00,0.00,2083.15,0.00,2083.15,23346.40,1209.44,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51334,,NIFTY,,2026-10-27,2026-10-27,22600.00,CE,NIFTY26OCT22600CE,0.00,0.00,0.00,944.00,944.00,944.00,23346.40,1051.86,1690,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51340,,NIFTY,,2026-10-27,2026-10-27,22700.00,CE,NIFTY26OCT22700CE,850.25,887.90,850.25,877.85,877.85,870.00,23346.40,877.85,3185,260,7,10724415.00,7,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51346,,NIFTY,,2026-10-27,2026-10-27,22850.00,CE,NIFTY26OCT22850CE,0.00,0.00,0.00,744.80,744.80,744.80,23346.40,869.38,390,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51392,,NIFTY,,2026-10-27,2026-10-27,24000.00,CE,NIFTY26OCT24000CE,134.45,137.95,110.55,116.00,114.00,129.75,23346.40,116.00,2896790,497510,33267,52155985719.50,17947,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51410,,NIFTY,,2026-10-27,2026-10-27,24400.00,CE,NIFTY26OCT24400CE,55.20,56.45,43.15,45.65,44.60,54.85,23346.40,45.65,373360,10270,6806,10815400154.00,3836,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51412,,NIFTY,,2026-10-27,2026-10-27,24450.00,CE,NIFTY26OCT24450CE,48.45,48.60,38.85,40.50,41.05,48.95,23346.40,40.50,41210,-1690,430,684587107.75,302,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,86145,,NIFTY,,2028-06-27,2028-06-27,21000.00,CE,NIFTY28JUN21000CE,0.00,0.00,0.00,5226.55,0.00,5226.55,23346.40,4919.57,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,71547,,NIFTY,,2027-06-29,2027-06-29,18000.00,CE,NIFTY27JUN18000CE,0.00,0.00,0.00,4066.45,0.00,4066.45,23346.40,6223.26,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,35235,,NIFTY,,2026-12-29,2026-12-29,30000.00,CE,NIFTY26DEC30000CE,6.75,6.90,6.10,6.25,6.30,6.85,23346.40,6.25,745040,-6675,417,813325883.50,137,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,71501,,NIFTY,,2026-12-29,2026-12-29,24000.00,CE,NIFTY26DEC24000CE,443.95,445.00,415.05,430.10,426.00,432.50,23346.40,430.10,1948120,39455,5902,9372239766.50,3988,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47136,,NIFTY,,2026-10-19,2026-10-19,22500.00,PE,NIFTY26O1922500PE,72.00,75.10,57.65,60.40,58.65,84.90,23346.40,60.40,7540,6370,181,265468290.75,75,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44731,,NIFTY,,2026-10-13,2026-10-13,24250.00,PE,NIFTY26O1324250PE,0.00,0.00,0.00,748.20,0.00,748.20,23346.40,920.00,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44615,,NIFTY,,2026-10-13,2026-10-13,22550.00,PE,NIFTY26O1322550PE,62.65,63.00,43.90,43.90,43.90,68.55,23346.40,89.41,4485,3250,89,130777825.75,35,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44613,,NIFTY,,2026-10-13,2026-10-13,22500.00,PE,NIFTY26O1322500PE,65.15,65.15,39.75,42.75,44.10,63.25,23346.40,42.75,73125,34125,1759,2578203764.50,945,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44543,,NIFTY,,2026-10-13,2026-10-13,21550.00,PE,NIFTY26O1321550PE,0.00,0.00,0.00,9.85,0.00,9.85,23346.40,7.29,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44533,,NIFTY,,2026-10-13,2026-10-13,21450.00,PE,NIFTY26O1321450PE,0.00,0.00,0.00,7.65,0.00,7.65,23346.40,5.34,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44531,,NIFTY,,2026-10-13,2026-10-13,21400.00,PE,NIFTY26O1321400PE,0.00,0.00,0.00,6.70,0.00,6.70,23346.40,4.55,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51434,,NIFTY,,2026-10-27,2026-10-27,24900.00,CE,NIFTY26OCT24900CE,20.95,20.95,15.65,16.15,15.65,20.65,23346.40,16.15,222820,25740,3208,5195827721.50,2083,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51470,,NIFTY,,2026-10-27,2026-10-27,25550.00,CE,NIFTY26OCT25550CE,0.00,0.00,0.00,15.40,15.40,15.40,23346.40,28.53,1560,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51478,,NIFTY,,2026-10-27,2026-10-27,25700.00,CE,NIFTY26OCT25700CE,6.90,8.75,6.20,6.50,8.20,8.60,23346.40,6.50,63765,-5200,362,604883064.50,186,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51486,,NIFTY,,2026-10-27,2026-10-27,25900.00,CE,NIFTY26OCT25900CE,7.70,7.70,4.30,5.00,5.30,7.35,23346.40,5.00,4160,-130,121,203749669.50,77,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51534,,NIFTY,,2026-10-27,2026-10-27,27050.00,CE,NIFTY26OCT27050CE,3.00,3.00,2.45,2.45,2.45,3.65,23346.40,1.31,5525,-390,15,26376502.75,3,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51538,,NIFTY,,2026-10-27,2026-10-27,27150.00,CE,NIFTY26OCT27150CE,0.00,0.00,0.00,5.00,5.00,5.00,23346.40,1.04,1950,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64218,,NIFTY,,2026-11-23,2026-11-23,21650.00,CE,NIFTY26NOV21650CE,0.00,0.00,0.00,3045.65,0.00,3045.65,23346.40,2012.57,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64242,,NIFTY,,2026-11-23,2026-11-23,22100.00,CE,NIFTY26NOV22100CE,0.00,0.00,0.00,1454.35,1454.35,1454.35,23346.40,1628.20,195,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64286,,NIFTY,,2026-11-23,2026-11-23,22600.00,CE,NIFTY26NOV22600CE,0.00,0.00,0.00,2198.80,0.00,2198.80,23346.40,1242.10,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64353,,NIFTY,,2026-11-23,2026-11-23,23250.00,CE,NIFTY26NOV23250CE,627.50,653.55,613.20,632.75,630.70,634.75,23346.40,632.75,125060,-195,28,43463745.00,25,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64399,,NIFTY,,2026-11-23,2026-11-23,24050.00,CE,NIFTY26NOV24050CE,240.00,240.00,219.50,234.10,234.10,235.35,23346.40,440.55,4160,715,35,55239057.25,20,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64411,,NIFTY,,2026-11-23,2026-11-23,24350.00,CE,NIFTY26NOV24350CE,149.50,149.50,135.75,139.85,138.40,147.40,23346.40,139.85,11635,-455,83,132141233.25,41,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64419,,NIFTY,,2026-11-23,2026-11-23,24550.00,CE,NIFTY26NOV24550CE,110.60,110.60,98.90,99.70,99.55,109.75,23346.40,99.70,11050,520,107,171451777.25,62,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64443,,NIFTY,,2026-11-23,2026-11-23,25100.00,CE,NIFTY26NOV25100CE,46.55,47.80,39.25,42.00,41.00,46.35,23346.40,42.00,47840,-1625,180,294168254.25,101,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64445,,NIFTY,,2026-11-23,2026-11-23,25150.00,CE,NIFTY26NOV25150CE,0.00,0.00,0.00,588.45,0.00,588.45,23346.40,152.76,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64489,,NIFTY,,2026-11-23,2026-11-23,25800.00,CE,NIFTY26NOV25800CE,0.00,0.00,0.00,372.60,0.00,372.60,23346.40,72.69,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,73884,,NIFTY,,2026-09-29,2026-09-29,22450.00,PE,NIFTY26SEP22450PE,17.60,17.80,9.80,10.90,11.35,18.95,23346.40,10.90,283855,104130,13516,19734306679.75,8352,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,57379,,NIFTY,,2026-09-22,2026-09-22,24150.00,CE,NIFTY2692224150CE,1.05,1.85,1.05,1.20,1.20,1.85,23346.40,1.20,2433210,626925,179395,281622593723.25,35335,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,57712,,NIFTY,,2026-09-22,2026-09-22,24700.00,CE,NIFTY2692224700CE,0.70,0.95,0.60,0.65,0.65,0.75,23346.40,0.65,2274870,-140075,104649,168018987604.00,17969,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,57756,,NIFTY,,2026-09-22,2026-09-22,24850.00,CE,NIFTY2692224850CE,1.10,1.10,0.55,0.60,0.60,0.65,23346.40,0.60,513695,133770,40359,65191605267.75,7104,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,73899,,NIFTY,,2026-09-29,2026-09-29,22900.00,CE,NIFTY26SEP22900CE,521.50,541.10,467.50,510.10,509.00,496.05,23346.40,510.10,133380,1300,865,1315654089.75,657,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,74442,,NIFTY,,2026-09-29,2026-09-29,26100.00,CE,NIFTY26SEP26100CE,1.20,1.20,1.00,1.20,1.20,1.05,23346.40,1.20,13325,260,40,67862843.75,22,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,65906,,NIFTY,,2026-09-29,2026-09-29,27000.00,CE,NIFTY26SEP27000CE,0.90,1.00,0.80,0.90,0.80,1.00,23346.40,0.90,1688765,15015,2625,4607025107.75,1147,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40665,,NIFTY,,2026-10-06,2026-10-06,21950.00,CE,NIFTY26O0621950CE,0.00,0.00,0.00,2243.55,0.00,2243.55,23346.40,1470.76,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40827,,NIFTY,,2026-10-06,2026-10-06,24550.00,CE,NIFTY26O0624550CE,0.00,0.00,0.00,325.45,0.00,325.45,23346.40,34.71,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40883,,NIFTY,,2026-10-06,2026-10-06,25450.00,CE,NIFTY26O0625450CE,2.20,2.20,2.00,2.00,2.00,3.30,23346.40,2.55,910,-325,10,16543865.00,2,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64471,,NIFTY,,2026-11-23,2026-11-23,25450.00,PE,NIFTY26NOV25450PE,0.00,0.00,0.00,1217.00,0.00,1217.00,23346.40,1924.03,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64356,,NIFTY,,2026-11-23,2026-11-23,23250.00,PE,NIFTY26NOV23250PE,319.50,335.55,290.60,296.10,295.85,331.40,23346.40,296.10,130000,195,113,173115364.50,43,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44564,,NIFTY,,2026-10-13,2026-10-13,21800.00,CE,NIFTY26O1321800CE,0.00,0.00,0.00,1974.50,0.00,1974.50,23346.40,1649.69,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51282,,NIFTY,,2026-10-27,2026-10-27,21400.00,CE,NIFTY26OCT21400CE,2000.00,2000.00,2000.00,2000.00,2000.00,2956.85,23346.40,2106.44,65,65,1,1521000.00,1,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64373,,NIFTY,,2026-11-23,2026-11-23,23500.00,CE,NIFTY26NOV23500CE,503.75,503.75,456.70,478.15,478.00,479.80,23346.40,478.15,258245,13455,1546,2409623222.50,1047,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,64387,,NIFTY,,2026-11-23,2026-11-23,23800.00,CE,NIFTY26NOV23800CE,337.95,341.75,314.05,326.70,322.70,331.70,23346.40,326.70,78260,1170,543,851595875.00,291,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,55332,,NIFTY,,2026-12-29,2026-12-29,31500.00,CE,NIFTY26DEC31500CE,5.75,8.40,4.20,5.40,5.45,5.20,23346.40,5.40,32890,975,74,151542056.25,32,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47144,,NIFTY,,2026-10-19,2026-10-19,22700.00,PE,NIFTY26O1922700PE,0.00,0.00,0.00,222.95,0.00,222.95,23346.40,145.27,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47105,,NIFTY,,2026-10-19,2026-10-19,21800.00,PE,NIFTY26O1921800PE,25.00,25.00,20.00,21.15,21.30,37.95,23346.40,21.15,1755,910,19,26951080.00,17,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44797,,NIFTY,,2026-10-13,2026-10-13,25350.00,PE,NIFTY26O1325350PE,0.00,0.00,0.00,1628.00,0.00,1628.00,23346.40,1912.48,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40891,,NIFTY,,2026-10-06,2026-10-06,25600.00,PE,NIFTY26O0625600PE,0.00,0.00,0.00,1475.75,0.00,1475.75,23346.40,2180.50,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,80272,,NIFTY,,2027-03-30,2027-03-30,24000.00,CE,NIFTY27MAR24000CE,846.75,846.75,810.00,825.20,823.20,828.80,23346.40,825.20,447135,8840,1151,1857304146.75,896,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,56820,,NIFTY,,2026-09-22,2026-09-22,22150.00,PE,NIFTY2692222150PE,2.15,2.75,1.45,1.70,2.40,2.60,23346.40,1.70,1149135,499590,133338,191989209174.75,19963,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,73867,,NIFTY,,2026-09-29,2026-09-29,22050.00,CE,NIFTY26SEP22050CE,0.00,0.00,0.00,1500.00,1500.00,1500.00,23346.40,1339.30,65,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,73889,,NIFTY,,2026-09-29,2026-09-29,22650.00,CE,NIFTY26SEP22650CE,749.70,752.30,696.05,740.90,740.75,741.90,23346.40,740.90,43875,0,296,449776317.25,232,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,73904,,NIFTY,,2026-09-29,2026-09-29,23050.00,CE,NIFTY26SEP23050CE,386.45,410.60,352.60,381.25,383.80,376.65,23346.40,381.25,22880,260,468,712826166.00,380,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,73923,,NIFTY,,2026-09-29,2026-09-29,23300.00,CE,NIFTY26SEP23300CE,215.75,230.80,183.15,203.00,201.95,207.40,23346.40,203.00,4443335,921440,190058,290359927702.00,115668,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,74003,,NIFTY,,2026-09-29,2026-09-29,23600.00,CE,NIFTY26SEP23600CE,85.00,86.25,58.20,65.85,65.60,74.70,23346.40,65.85,2516020,167895,74671,114884034001.75,46543,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,74060,,NIFTY,,2026-09-29,2026-09-29,24050.00,CE,NIFTY26SEP24050CE,11.70,11.90,6.90,7.45,7.30,10.60,23346.40,7.45,486655,40235,16091,25163209288.75,9155,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,74116,,NIFTY,,2026-09-29,2026-09-29,24450.00,CE,NIFTY26SEP24450CE,4.00,4.45,3.20,3.45,3.35,4.50,23346.40,3.45,325910,-34710,4216,6701278626.25,2274,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,74370,,NIFTY,,2026-09-29,2026-09-29,25150.00,CE,NIFTY26SEP25150CE,2.10,2.10,1.35,1.45,1.35,2.05,23346.40,1.45,41535,2795,754,1232680241.00,526,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,74471,,NIFTY,,2026-09-29,2026-09-29,26300.00,CE,NIFTY26SEP26300CE,0.90,1.00,0.75,0.85,0.95,1.00,23346.40,0.85,127075,-2925,412,704336168.25,310,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,74499,,NIFTY,,2026-09-29,2026-09-29,26950.00,CE,NIFTY26SEP26950CE,0.80,0.80,0.75,0.80,0.80,1.20,23346.40,0.80,2795,-260,6,10510808.75,5,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,65929,,NIFTY,,2026-09-29,2026-09-29,33000.00,CE,NIFTY26SEP33000CE,0.60,0.60,0.50,0.55,0.55,0.55,23346.40,0.55,32890,-2080,79,169457957.50,13,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40635,,NIFTY,,2026-10-06,2026-10-06,21400.00,CE,NIFTY26O0621400CE,0.00,0.00,0.00,2781.95,0.00,2781.95,23346.40,2010.10,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40659,,NIFTY,,2026-10-06,2026-10-06,21800.00,CE,NIFTY26O0621800CE,0.00,0.00,0.00,2389.25,0.00,2389.25,23346.40,1616.15,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40661,,NIFTY,,2026-10-06,2026-10-06,21850.00,CE,NIFTY26O0621850CE,0.00,0.00,0.00,2340.55,0.00,2340.55,23346.40,1567.48,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40701,,NIFTY,,2026-10-06,2026-10-06,22600.00,CE,NIFTY26O0622600CE,0.00,0.00,0.00,794.00,794.00,794.00,23346.40,878.72,130,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40735,,NIFTY,,2026-10-06,2026-10-06,23050.00,CE,NIFTY26O0623050CE,459.95,465.35,413.75,440.70,442.20,439.50,23346.40,440.70,2730,325,26,39704889.25,26,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,40801,,NIFTY,,2026-10-06,2026-10-06,24050.00,CE,NIFTY26O0624050CE,30.35,30.90,22.50,25.00,24.50,30.50,23346.40,25.00,32500,13455,589,921740033.50,402,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44528,,NIFTY,,2026-10-13,2026-10-13,21350.00,CE,NIFTY26O1321350CE,0.00,0.00,0.00,2409.75,0.00,2409.75,23346.40,2086.66,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44614,,NIFTY,,2026-10-13,2026-10-13,22550.00,CE,NIFTY26O1322550CE,0.00,0.00,0.00,1294.15,0.00,1294.15,23346.40,977.06,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44626,,NIFTY,,2026-10-13,2026-10-13,22850.00,CE,NIFTY26O1322850CE,0.00,0.00,0.00,1050.40,0.00,1050.40,23346.40,745.62,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44732,,NIFTY,,2026-10-13,2026-10-13,24300.00,CE,NIFTY26O1324300CE,28.75,31.40,21.60,22.30,22.00,30.25,23346.40,22.30,20735,3120,451,713075083.50,254,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44760,,NIFTY,,2026-10-13,2026-10-13,24650.00,CE,NIFTY26O1324650CE,0.00,0.00,0.00,158.85,0.00,158.85,23346.40,54.24,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44786,,NIFTY,,2026-10-13,2026-10-13,25200.00,CE,NIFTY26O1325200CE,5.00,5.00,4.00,4.00,4.00,6.15,23346.40,4.00,1755,-65,3,4914845.00,2,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44794,,NIFTY,,2026-10-13,2026-10-13,25350.00,CE,NIFTY26O1325350CE,5.50,5.50,3.60,3.75,3.60,5.00,23346.40,3.75,1235,130,190,313131510.25,43,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,44798,,NIFTY,,2026-10-13,2026-10-13,25400.00,CE,NIFTY26O1325400CE,5.70,5.70,4.00,4.05,4.30,5.70,23346.40,4.05,8385,2730,98,161826921.75,46,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47097,,NIFTY,,2026-10-19,2026-10-19,21650.00,CE,NIFTY26O1921650CE,0.00,0.00,0.00,1621.35,0.00,1621.35,23346.40,1829.05,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47131,,NIFTY,,2026-10-19,2026-10-19,22450.00,CE,NIFTY26O1922450CE,0.00,0.00,0.00,944.35,0.00,944.35,23346.40,1110.59,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47169,,NIFTY,,2026-10-19,2026-10-19,23150.00,CE,NIFTY26O1923150CE,0.00,0.00,0.00,495.80,0.00,495.80,23346.40,605.91,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47210,,NIFTY,,2026-10-19,2026-10-19,23900.00,CE,NIFTY26O1923900CE,0.00,0.00,0.00,200.65,0.00,200.65,23346.40,253.53,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47219,,NIFTY,,2026-10-19,2026-10-19,24050.00,CE,NIFTY26O1924050CE,0.00,0.00,0.00,162.90,0.00,162.90,23346.40,206.56,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47232,,NIFTY,,2026-10-19,2026-10-19,24200.00,CE,NIFTY26O1924200CE,0.00,0.00,0.00,130.85,0.00,130.85,23346.40,167.57,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,47382,,NIFTY,,2026-10-19,2026-10-19,24600.00,CE,NIFTY26O1924600CE,0.00,0.00,0.00,69.45,0.00,69.45,23346.40,89.06,0,0,0,0.00,0,F1,65,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,51372,,NIFTY,,2026-10-27,2026-10-27,23500.00,CE,NIFTY26OCT23500CE,322.00,342.80,295.15,313.00,310.50,320.85,23346.40,313.00,1287455,137215,17670,27353949775.75,11518,F1,65,,,,,
